# LeadForge 10,000 Keyword Bank — Semrush-informed AU lead generation reservoir
# Generated for LeadForge V5 pipeline: Tier 1 -> Tier 2 -> Tier 3 fallback consumption.
# Live Semrush connector validation sampled high-CPC/high-volume AU phrases including plumber near me, emergency plumber, electrician near me, dentist near me, family lawyer, seo agency, google ads agency, pest control near me, accountant near me.
# IMPORTANT: Not every keyword below was individually charged/validated through Semrush; the bank combines Semrush-validated seed patterns, commercial intent modifiers, local city/suburb modifiers, and industry service expansions.
# Format: [00001] Industry | Tier | Keyword | Comment


## INDUSTRY: Plumber
[00001] Plumber | TIER_1 | plumber | core service seed
[07112] Pest Control | TIER_2 | pest control service wollongong | secondary local expansion
[07113] Pest Control | TIER_2 | pest control service services wollongong | secondary local expansion
[07114] Pest Control | TIER_2 | affordable pest control service wollongong | secondary local expansion
[07115] Pest Control | TIER_2 | pest control service geelong | secondary local expansion
[07116] Pest Control | TIER_2 | pest control service services geelong | secondary local expansion
[07117] Pest Control | TIER_2 | affordable pest control service geelong | secondary local expansion
[07118] Pest Control | TIER_2 | pest control service central coast | secondary local expansion
[07119] Pest Control | TIER_2 | pest control service services central coast | secondary local expansion
[07120] Pest Control | TIER_2 | affordable pest control service central coast | secondary local expansion
[07121] Pest Control | TIER_2 | pest control service parramatta | secondary local expansion
[07122] Pest Control | TIER_2 | pest control service services parramatta | secondary local expansion
[07123] Pest Control | TIER_2 | affordable pest control service parramatta | secondary local expansion
[07124] Pest Control | TIER_2 | pest control service sunshine coast | secondary local expansion
[07125] Pest Control | TIER_2 | pest control service services sunshine coast | secondary local expansion
[07126] Pest Control | TIER_2 | affordable pest control service sunshine coast | secondary local expansion
[07127] Pest Control | TIER_2 | pest control service hobart | secondary local expansion
[07128] Pest Control | TIER_2 | pest control service services hobart | secondary local expansion
[07129] Pest Control | TIER_2 | affordable pest control service hobart | secondary local expansion
[07130] Pest Control | TIER_2 | pest control service darwin | secondary local expansion
[07131] Pest Control | TIER_2 | pest control service services darwin | secondary local expansion
[07132] Pest Control | TIER_2 | affordable pest control service darwin | secondary local expansion
[07133] Pest Control | TIER_2 | top termite treatment | commercial expansion fallback
[07134] Pest Control | TIER_2 | hire termite treatment | commercial expansion fallback
[07135] Pest Control | TIER_2 | book termite treatment | commercial expansion fallback
[07136] Pest Control | TIER_2 | get termite treatment | commercial expansion fallback
[07137] Pest Control | TIER_2 | find termite treatment | commercial expansion fallback
[07138] Pest Control | TIER_2 | termite treatment pricing | commercial expansion fallback
[07139] Pest Control | TIER_2 | affordable termite treatment | commercial expansion fallback
[07140] Pest Control | TIER_2 | cheap termite treatment | commercial expansion fallback
[07141] Pest Control | TIER_2 | premium termite treatment | commercial expansion fallback
[07142] Pest Control | TIER_2 | termite treatment specialist | commercial expansion fallback
[07143] Pest Control | TIER_2 | termite treatment expert | commercial expansion fallback
[07144] Pest Control | TIER_2 | termite treatment contractor | commercial expansion fallback
[07145] Pest Control | TIER_2 | termite treatment agency | commercial expansion fallback
[07146] Pest Control | TIER_2 | business termite treatment | commercial expansion fallback
[07147] Pest Control | TIER_2 | urgent termite treatment | commercial expansion fallback
[07148] Pest Control | TIER_2 | same day termite treatment | commercial expansion fallback
[07149] Pest Control | TIER_2 | 24 hour termite treatment | commercial expansion fallback
[07150] Pest Control | TIER_2 | after hours termite treatment | commercial expansion fallback
[07151] Pest Control | TIER_2 | weekend termite treatment | commercial expansion fallback
[07152] Pest Control | TIER_2 | termite treatment repair | commercial expansion fallback
[07153] Pest Control | TIER_2 | termite treatment installation | commercial expansion fallback
[07154] Pest Control | TIER_2 | termite treatment maintenance | commercial expansion fallback
[07155] Pest Control | TIER_2 | termite treatment inspection | commercial expansion fallback
[07156] Pest Control | TIER_2 | termite treatment wollongong | secondary local expansion
[07157] Pest Control | TIER_2 | termite treatment services wollongong | secondary local expansion
[07158] Pest Control | TIER_2 | affordable termite treatment wollongong | secondary local expansion
[07159] Pest Control | TIER_2 | termite treatment geelong | secondary local expansion
[07160] Pest Control | TIER_2 | termite treatment services geelong | secondary local expansion
[07161] Pest Control | TIER_2 | affordable termite treatment geelong | secondary local expansion
[07162] Pest Control | TIER_2 | termite treatment central coast | secondary local expansion
[07163] Pest Control | TIER_2 | termite treatment services central coast | secondary local expansion
[07164] Pest Control | TIER_2 | affordable termite treatment central coast | secondary local expansion
[07165] Pest Control | TIER_2 | termite treatment parramatta | secondary local expansion
[07166] Pest Control | TIER_2 | termite treatment services parramatta | secondary local expansion
[07167] Pest Control | TIER_2 | affordable termite treatment parramatta | secondary local expansion
[07168] Pest Control | TIER_2 | termite treatment sunshine coast | secondary local expansion
[07169] Pest Control | TIER_2 | termite treatment services sunshine coast | secondary local expansion
[07170] Pest Control | TIER_2 | affordable termite treatment sunshine coast | secondary local expansion
[07171] Pest Control | TIER_2 | termite treatment hobart | secondary local expansion
[07172] Pest Control | TIER_2 | termite treatment services hobart | secondary local expansion
[07173] Pest Control | TIER_2 | affordable termite treatment hobart | secondary local expansion
[07174] Pest Control | TIER_2 | termite treatment darwin | secondary local expansion
[07175] Pest Control | TIER_2 | termite treatment services darwin | secondary local expansion
[07176] Pest Control | TIER_2 | affordable termite treatment darwin | secondary local expansion
[07177] Pest Control | TIER_2 | top termite inspection | commercial expansion fallback
[07178] Pest Control | TIER_2 | hire termite inspection | commercial expansion fallback
[07179] Pest Control | TIER_2 | book termite inspection | commercial expansion fallback
[07180] Pest Control | TIER_2 | get termite inspection | commercial expansion fallback
[07181] Pest Control | TIER_2 | find termite inspection | commercial expansion fallback
[07182] Pest Control | TIER_2 | termite inspection pricing | commercial expansion fallback
[07183] Pest Control | TIER_2 | affordable termite inspection | commercial expansion fallback
[07184] Pest Control | TIER_2 | cheap termite inspection | commercial expansion fallback
[07185] Pest Control | TIER_2 | premium termite inspection | commercial expansion fallback
[07186] Pest Control | TIER_2 | termite inspection specialist | commercial expansion fallback
[07187] Pest Control | TIER_2 | termite inspection expert | commercial expansion fallback
[07188] Pest Control | TIER_2 | termite inspection contractor | commercial expansion fallback
[07189] Pest Control | TIER_2 | termite inspection agency | commercial expansion fallback
[07190] Pest Control | TIER_2 | business termite inspection | commercial expansion fallback
[07191] Pest Control | TIER_2 | urgent termite inspection | commercial expansion fallback
[07192] Pest Control | TIER_2 | same day termite inspection | commercial expansion fallback
[07193] Pest Control | TIER_2 | 24 hour termite inspection | commercial expansion fallback
[07194] Pest Control | TIER_2 | after hours termite inspection | commercial expansion fallback
[07195] Pest Control | TIER_2 | weekend termite inspection | commercial expansion fallback
[07196] Pest Control | TIER_2 | termite inspection repair | commercial expansion fallback
[07197] Pest Control | TIER_2 | termite inspection installation | commercial expansion fallback
[07198] Pest Control | TIER_2 | termite inspection maintenance | commercial expansion fallback
[07199] Pest Control | TIER_2 | termite inspection inspection | commercial expansion fallback
[07200] Pest Control | TIER_2 | termite inspection wollongong | secondary local expansion
[07201] Pest Control | TIER_2 | termite inspection services wollongong | secondary local expansion
[07202] Pest Control | TIER_2 | affordable termite inspection wollongong | secondary local expansion
[07203] Pest Control | TIER_2 | termite inspection geelong | secondary local expansion
[07204] Pest Control | TIER_2 | termite inspection services geelong | secondary local expansion
[07205] Pest Control | TIER_2 | affordable termite inspection geelong | secondary local expansion
[07206] Pest Control | TIER_2 | termite inspection central coast | secondary local expansion
[07207] Pest Control | TIER_2 | termite inspection services central coast | secondary local expansion
[07208] Pest Control | TIER_2 | affordable termite inspection central coast | secondary local expansion
[07209] Pest Control | TIER_2 | termite inspection parramatta | secondary local expansion
[07210] Pest Control | TIER_2 | termite inspection services parramatta | secondary local expansion
[07211] Pest Control | TIER_2 | affordable termite inspection parramatta | secondary local expansion
[07212] Pest Control | TIER_2 | termite inspection sunshine coast | secondary local expansion
[07213] Pest Control | TIER_2 | termite inspection services sunshine coast | secondary local expansion
[07214] Pest Control | TIER_2 | affordable termite inspection sunshine coast | secondary local expansion
[07215] Pest Control | TIER_2 | termite inspection hobart | secondary local expansion
[07216] Pest Control | TIER_2 | termite inspection services hobart | secondary local expansion
[07217] Pest Control | TIER_2 | affordable termite inspection hobart | secondary local expansion
[07218] Pest Control | TIER_2 | termite inspection darwin | secondary local expansion
[07219] Pest Control | TIER_2 | termite inspection services darwin | secondary local expansion
[07220] Pest Control | TIER_2 | affordable termite inspection darwin | secondary local expansion
[07221] Pest Control | TIER_2 | top rodent control | commercial expansion fallback
[07222] Pest Control | TIER_2 | hire rodent control | commercial expansion fallback
[07223] Pest Control | TIER_2 | book rodent control | commercial expansion fallback
[07224] Pest Control | TIER_2 | get rodent control | commercial expansion fallback
[07225] Pest Control | TIER_2 | find rodent control | commercial expansion fallback
[07226] Pest Control | TIER_2 | rodent control pricing | commercial expansion fallback
[07227] Pest Control | TIER_2 | affordable rodent control | commercial expansion fallback
[07228] Pest Control | TIER_2 | cheap rodent control | commercial expansion fallback
[07229] Pest Control | TIER_2 | premium rodent control | commercial expansion fallback
[07230] Pest Control | TIER_2 | rodent control specialist | commercial expansion fallback
[07231] Pest Control | TIER_2 | rodent control expert | commercial expansion fallback
[07232] Pest Control | TIER_2 | rodent control contractor | commercial expansion fallback
[07233] Pest Control | TIER_2 | rodent control agency | commercial expansion fallback
[07234] Pest Control | TIER_2 | business rodent control | commercial expansion fallback
